frame,car,driver,lap,pos_x,pos_y,speed,throttle,brake,steer,angular_vel,rotation,track_offset,lateral_dist,overtake_state,draft
12,1,APX,0,2200.4,-1845.9,0.0,0.000,0.000,0.000,0.0000,3.0746,0.0,12.00,follow,0
12,2,SEN,0,2291.3,-1798.0,0.0,0.000,0.000,0.000,0.0000,3.1416,3740.0,12.00,follow,0
12,3,STR,0,2291.3,-1846.0,0.0,0.000,0.000,0.000,0.0000,3.1416,3740.0,12.00,follow,0
12,4,BLZ,0,2371.4,-1798.3,0.0,0.000,0.000,0.000,0.0000,3.1361,3700.0,12.00,follow,0
12,5,CIR,0,2371.2,-1846.3,0.0,0.000,0.000,0.000,0.0000,3.1361,3700.0,12.00,follow,0
12,6,NIT,0,2451.4,-1798.7,0.0,0.000,0.000,0.000,0.0000,3.1371,3660.0,12.00,follow,0
12,7,THR,0,2451.2,-1846.7,0.0,0.000,0.000,0.000,0.0000,3.1371,3660.0,12.00,follow,0
12,8,GSK,0,2531.4,-1799.0,0.0,0.000,0.000,0.000,0.0000,3.1384,3620.0,12.00,follow,0
12,9,DFT,0,2531.2,-1847.0,0.0,0.000,0.000,0.000,0.0000,3.1384,3620.0,12.00,follow,0
15,0,VOR,0,2203.6,-1798.1,0.0,0.000,0.000,0.000,0.0000,3.0746,0.0,12.00,follow,0
15,1,APX,0,2200.4,-1845.9,0.0,0.000,0.000,0.000,0.0000,3.0746,0.0,12.00,follow,0
15,2,SEN,0,2291.3,-1798.0,0.0,0.000,0.000,0.000,0.0000,3.1416,3740.0,12.00,follow,0
15,3,STR,0,2291.3,-1846.0,0.0,0.000,0.000,0.000,0.0000,3.1416,3740.0,12.00,follow,0
15,4,BLZ,0,2371.4,-1798.3,0.0,0.000,0.000,0.000,0.0000,3.1361,3700.0,12.00,follow,0
15,5,CIR,0,2371.2,-1846.3,0.0,0.000,0.000,0.000,0.0000,3.1361,3700.0,12.00,follow,0
15,6,NIT,0,2451.4,-1798.7,0.0,0.000,0.000,0.000,0.0000,3.1371,3660.0,12.00,follow,0
15,7,THR,0,2451.2,-1846.7,0.0,0.000,0.000,0.000,0.0000,3.1371,3660.0,12.00,follow,0
15,8,GSK,0,2531.4,-1799.0,0.0,0.000,0.000,0.000,0.0000,3.1384,3620.0,12.00,follow,0
15,9,DFT,0,2531.2,-1847.0,0.0,0.000,0.000,0.000,0.0000,3.1384,3620.0,12.00,follow,0
18,0,VOR,0,2203.6,-1798.1,0.0,0.000,0.000,0.000,0.0000,3.0746,0.0,12.00,follow,0
18,1,APX,0,2200.4,-1845.9,0.0,0.000,0.000,0.000,0.0000,3.0746,0.0,12.00,follow,0
18,2,SEN,0,2291.3,-1798.0,0.0,0.000,0.000,0.000,0.0000,3.1416,3740.0,12.00,follow,0
18,3,STR,0,2291.3,-1846.0,0.0,0.000,0.000,0.000,0.0000,3.1416,3740.0,12.00,follow,0
18,4,BLZ,0,2371.4,-1798.3,0.0,0.000,0.000,0.000,0.0000,3.1361,3700.0,12.00,follow,0
18,5,CIR,0,2371.2,-1846.3,0.0,0.000,0.000,0.000,0.0000,3.1361,3700.0,12.00,follow,0
18,6,NIT,0,2451.4,-1798.7,0.0,0.000,0.000,0.000,0.0000,3.1371,3660.0,12.00,follow,0
18,7,THR,0,2451.2,-1846.7,0.0,0.000,0.000,0.000,0.0000,3.1371,3660.0,12.00,follow,0
18,8,GSK,0,2531.4,-1799.0,0.0,0.000,0.000,0.000,0.0000,3.1384,3620.0,12.00,follow,0
18,9,DFT,0,2531.2,-1847.0,0.0,0.000,0.000,0.000,0.0000,3.1384,3620.0,12.00,follow,0
21,0,VOR,0,2203.6,-1798.1,0.0,0.000,0.000,0.000,0.0000,3.0746,0.0,12.00,follow,0
21,1,APX,0,2200.4,-1845.9,0.0,0.000,0.000,0.000,0.0000,3.0746,0.0,12.00,follow,0
21,2,SEN,0,2291.3,-1798.0,0.0,0.000,0.000,0.000,0.0000,3.1416,3740.0,12.00,follow,0
21,3,STR,0,2291.3,-1846.0,0.0,0.000,0.000,0.000,0.0000,3.1416,3740.0,12.00,follow,0
21,4,BLZ,0,2371.4,-1798.3,0.0,0.000,0.000,0.000,0.0000,3.1361,3700.0,12.00,follow,0
21,5,CIR,0,2371.2,-1846.3,0.0,0.000,0.000,0.000,0.0000,3.1361,3700.0,12.00,follow,0
21,6,NIT,0,2451.4,-1798.7,0.0,0.000,0.000,0.000,0.0000,3.1371,3660.0,12.00,follow,0
21,7,THR,0,2451.2,-1846.7,0.0,0.000,0.000,0.000,0.0000,3.1371,3660.0,12.00,follow,0
21,8,GSK,0,2531.4,-1799.0,0.0,0.000,0.000,0.000,0.0000,3.1384,3620.0,12.00,follow,0
21,9,DFT,0,2531.2,-1847.0,0.0,0.000,0.000,0.000,0.0000,3.1384,3620.0,12.00,follow,0
24,0,VOR,0,2203.6,-1798.1,0.0,0.000,0.000,0.000,0.0000,3.0746,0.0,12.00,follow,0
24,1,APX,0,2200.4,-1845.9,0.0,0.000,0.000,0.000,0.0000,3.0746,0.0,12.00,follow,0
24,2,SEN,0,2291.3,-1798.0,0.0,0.000,0.000,0.000,0.0000,3.1416,3740.0,12.00,follow,0
24,3,STR,0,2291.3,-1846.0,0.0,0.000,0.000,0.000,0.0000,3.1416,3740.0,12.00,follow,0
24,4,BLZ,0,2371.4,-1798.3,0.0,0.000,0.000,0.000,0.0000,3.1361,3700.0,12.00,follow,0
24,5,CIR,0,2371.2,-1846.3,0.0,0.000,0.000,0.000,0.0000,3.1361,3700.0,12.00,follow,0
24,6,NIT,0,2451.4,-1798.7,0.0,0.000,0.000,0.000,0.0000,3.1371,3660.0,12.00,follow,0
24,7,THR,0,2451.2,-1846.7,0.0,0.000,0.000,0.000,0.0000,3.1371,3660.0,12.00,follow,0
24,8,GSK,0,2531.4,-1799.0,0.0,0.000,0.000,0.000,0.0000,3.1384,3620.0,12.00,follow,0
24,9,DFT,0,2531.2,-1847.0,0.0,0.000,0.000,0.000,0.0000,3.1384,3620.0,12.00,follow,0
27,0,VOR,0,2203.6,-1798.1,0.0,0.000,0.000,0.000,0.0000,3.0746,0.0,12.00,follow,0
27,1,APX,0,2200.4,-1845.9,0.0,0.000,0.000,0.000,0.0000,3.0746,0.0,12.00,follow,0
27,2,SEN,0,2291.3,-1798.0,0.0,0.000,0.000,0.000,0.0000,3.1416,3740.0,12.00,follow,0
27,3,STR,0,2291.3,-1846.0,0.0,0.000,0.000,0.000,0.0000,3.1416,3740.0,12.00,follow,0
27,4,BLZ,0,2371.4,-1798.3,0.0,0.000,0.000,0.000,0.0000,3.1361,3700.0,12.00,follow,0
27,5,CIR,0,2371.2,-1846.3,0.0,0.000,0.000,0.000,0.0000,3.1361,3700.0,12.00,follow,0
27,6,NIT,0,2451.4,-1798.7,0.0,0.000,0.000,0.000,0.0000,3.1371,3660.0,12.00,follow,0
27,7,THR,0,2451.2,-1846.7,0.0,0.000,0.000,0.000,0.0000,3.1371,3660.0,12.00,follow,0
27,8,GSK,0,2531.4,-1799.0,0.0,0.000,0.000,0.000,0.0000,3.1384,3620.0,12.00,follow,0
27,9,DFT,0,2531.2,-1847.0,0.0,0.000,0.000,0.000,0.0000,3.1384,3620.0,12.00,follow,0
30,0,VOR,0,2203.6,-1798.1,0.0,0.000,0.000,0.000,0.0000,3.0746,0.0,12.00,follow,0
30,1,APX,0,2200.4,-1845.9,0.0,0.000,0.000,0.000,0.0000,3.0746,0.0,12.00,follow,0
30,2,SEN,0,2291.3,-1798.0,0.0,0.000,0.000,0.000,0.0000,3.1416,3740.0,12.00,follow,0
30,3,STR,0,2291.3,-1846.0,0.0,0.000,0.000,0.000,0.0000,3.1416,3740.0,12.00,follow,0
30,4,BLZ,0,2371.4,-1798.3,0.0,0.000,0.000,0.000,0.0000,3.1361,3700.0,12.00,follow,0
30,5,CIR,0,2371.2,-1846.3,0.0,0.000,0.000,0.000,0.0000,3.1361,3700.0,12.00,follow,0
30,6,NIT,0,2451.4,-1798.7,0.0,0.000,0.000,0.000,0.0000,3.1371,3660.0,12.00,follow,0
30,7,THR,0,2451.2,-1846.7,0.0,0.000,0.000,0.000,0.0000,3.1371,3660.0,12.00,follow,0
30,8,GSK,0,2531.4,-1799.0,0.0,0.000,0.000,0.000,0.0000,3.1384,3620.0,12.00,follow,0
30,9,DFT,0,2531.2,-1847.0,0.0,0.000,0.000,0.000,0.0000,3.1384,3620.0,12.00,follow,0
33,0,VOR,0,2203.6,-1798.1,0.0,0.000,0.000,0.000,0.0000,3.0746,0.0,12.00,follow,0
33,1,APX,0,2200.4,-1845.9,0.0,0.000,0.000,0.000,0.0000,3.0746,0.0,12.00,follow,0
33,2,SEN,0,2291.3,-1798.0,0.0,0.000,0.000,0.000,0.0000,3.1416,3740.0,12.00,follow,0
33,3,STR,0,2291.3,-1846.0,0.0,0.000,0.000,0.000,0.0000,3.1416,3740.0,12.00,follow,0
33,4,BLZ,0,2371.4,-1798.3,0.0,0.000,0.000,0.000,0.0000,3.1361,3700.0,12.00,follow,0
33,5,CIR,0,2371.2,-1846.3,0.0,0.000,0.000,0.000,0.0000,3.1361,3700.0,12.00,follow,0
33,6,NIT,0,2451.4,-1798.7,0.0,0.000,0.000,0.000,0.0000,3.1371,3660.0,12.00,follow,0
33,7,THR,0,2451.2,-1846.7,0.0,0.000,0.000,0.000,0.0000,3.1371,3660.0,12.00,follow,0
33,8,GSK,0,2531.4,-1799.0,0.0,0.000,0.000,0.000,0.0000,3.1384,3620.0,12.00,follow,0
33,9,DFT,0,2531.2,-1847.0,0.0,0.000,0.000,0.000,0.0000,3.1384,3620.0,12.00,follow,0
36,0,VOR,0,2203.6,-1798.1,0.0,0.000,0.000,0.000,0.0000,3.0746,0.0,12.00,follow,0
36,1,APX,0,2200.4,-1845.9,0.0,0.000,0.000,0.000,0.0000,3.0746,0.0,12.00,follow,0
36,2,SEN,0,2291.3,-1798.0,0.0,0.000,0.000,0.000,0.0000,3.1416,3740.0,12.00,follow,0
36,3,STR,0,2291.3,-1846.0,0.0,0.000,0.000,0.000,0.0000,3.1416,3740.0,12.00,follow,0
36,4,BLZ,0,2371.4,-1798.3,0.0,0.000,0.000,0.000,0.0000,3.1361,3700.0,12.00,follow,0
36,5,CIR,0,2371.2,-1846.3,0.0,0.000,0.000,0.000,0.0000,3.1361,3700.0,12.00,follow,0
36,6,NIT,0,2451.4,-1798.7,0.0,0.000,0.000,0.000,0.0000,3.1371,3660.0,12.00,follow,0
36,7,THR,0,2451.2,-1846.7,0.0,0.000,0.000,0.000,0.0000,3.1371,3660.0,12.00,follow,0
36,8,GSK,0,2531.4,-1799.0,0.0,0.000,0.000,0.000,0.0000,3.1384,3620.0,12.00,follow,0
36,9,DFT,0,2531.2,-1847.0,0.0,0.000,0.000,0.000,0.0000,3.1384,3620.0,12.00,follow,0
39,0,VOR,0,2203.6,-1798.1,0.0,0.000,0.000,0.000,0.0000,3.0746,0.0,12.00,follow,0
39,1,APX,0,2200.4,-1845.9,0.0,0.000,0.000,0.000,0.0000,3.0746,0.0,12.00,follow,0
39,2,SEN,0,2291.3,-1798.0,0.0,0.000,0.000,0.000,0.0000,3.1416,3740.0,12.00,follow,0
39,3,STR,0,2291.3,-1846.0,0.0,0.000,0.000,0.000,0.0000,3.1416,3740.0,12.00,follow,0
39,4,BLZ,0,2371.4,-1798.3,0.0,0.000,0.000,0.000,0.0000,3.1361,3700.0,12.00,follow,0
39,5,CIR,0,2371.2,-1846.3,0.0,0.000,0.000,0.000,0.0000,3.1361,3700.0,12.00,follow,0
39,6,NIT,0,2451.4,-1798.7,0.0,0.000,0.000,0.000,0.0000,3.1371,3660.0,12.00,follow,0
39,7,THR,0,2451.2,-1846.7,0.0,0.000,0.000,0.000,0.0000,3.1371,3660.0,12.00,follow,0
39,8,GSK,0,2531.4,-1799.0,0.0,0.000,0.000,0.000,0.0000,3.1384,3620.0,12.00,follow,0
39,9,DFT,0,2531.2,-1847.0,0.0,0.000,0.000,0.000,0.0000,3.1384,3620.0,12.00,follow,0
42,0,VOR,0,2203.6,-1798.1,0.0,0.000,0.000,0.000,0.0000,3.0746,0.0,12.00,follow,0
42,1,APX,0,2200.4,-1845.9,0.0,0.000,0.000,0.000,0.0000,3.0746,0.0,12.00,follow,0
42,2,SEN,0,2291.3,-1798.0,0.0,0.000,0.000,0.000,0.0000,3.1416,3740.0,12.00,follow,0
42,3,STR,0,2291.3,-1846.0,0.0,0.000,0.000,0.000,0.0000,3.1416,3740.0,12.00,follow,0
42,4,BLZ,0,2371.4,-1798.3,0.0,0.000,0.000,0.000,0.0000,3.1361,3700.0,12.00,follow,0
42,5,CIR,0,2371.2,-1846.3,0.0,0.000,0.000,0.000,0.0000,3.1361,3700.0,12.00,follow,0
42,6,NIT,0,2451.4,-1798.7,0.0,0.000,0.000,0.000,0.0000,3.1371,3660.0,12.00,follow,0
42,7,THR,0,2451.2,-1846.7,0.0,0.000,0.000,0.000,0.0000,3.1371,3660.0,12.00,follow,0
42,8,GSK,0,2531.4,-1799.0,0.0,0.000,0.000,0.000,0.0000,3.1384,3620.0,12.00,follow,0
42,9,DFT,0,2531.2,-1847.0,0.0,0.000,0.000,0.000,0.0000,3.1384,3620.0,12.00,follow,0
45,0,VOR,0,2203.6,-1798.1,0.0,0.000,0.000,0.000,0.0000,3.0746,0.0,12.00,follow,0
45,1,APX,0,2200.4,-1845.9,0.0,0.000,0.000,0.000,0.0000,3.0746,0.0,12.00,follow,0
45,2,SEN,0,2291.3,-1798.0,0.0,0.000,0.000,0.000,0.0000,3.1416,3740.0,12.00,follow,0
45,3,STR,0,2291.3,-1846.0,0.0,0.000,0.000,0.000,0.0000,3.1416,3740.0,12.00,follow,0
45,4,BLZ,0,2371.4,-1798.3,0.0,0.000,0.000,0.000,0.0000,3.1361,3700.0,12.00,follow,0
45,5,CIR,0,2371.2,-1846.3,0.0,0.000,0.000,0.000,0.0000,3.1361,3700.0,12.00,follow,0
45,6,NIT,0,2451.4,-1798.7,0.0,0.000,0.000,0.000,0.0000,3.1371,3660.0,12.00,follow,0
45,7,THR,0,2451.2,-1846.7,0.0,0.000,0.000,0.000,0.0000,3.1371,3660.0,12.00,follow,0
45,8,GSK,0,2531.4,-1799.0,0.0,0.000,0.000,0.000,0.0000,3.1384,3620.0,12.00,follow,0
45,9,DFT,0,2531.2,-1847.0,0.0,0.000,0.000,0.000,0.0000,3.1384,3620.0,12.00,follow,0
48,0,VOR,0,2203.6,-1798.1,0.0,0.000,0.000,0.000,0.0000,3.0746,0.0,12.00,follow,0
48,1,APX,0,2200.4,-1845.9,0.0,0.000,0.000,0.000,0.0000,3.0746,0.0,12.00,follow,0
48,2,SEN,0,2291.3,-1798.0,0.0,0.000,0.000,0.000,0.0000,3.1416,3740.0,12.00,follow,0
48,3,STR,0,2291.3,-1846.0,0.0,0.000,0.000,0.000,0.0000,3.1416,3740.0,12.00,follow,0
48,4,BLZ,0,2371.4,-1798.3,0.0,0.000,0.000,0.000,0.0000,3.1361,3700.0,12.00,follow,0
48,5,CIR,0,2371.2,-1846.3,0.0,0.000,0.000,0.000,0.0000,3.1361,3700.0,12.00,follow,0
48,6,NIT,0,2451.4,-1798.7,0.0,0.000,0.000,0.000,0.0000,3.1371,3660.0,12.00,follow,0
48,7,THR,0,2451.2,-1846.7,0.0,0.000,0.000,0.000,0.0000,3.1371,3660.0,12.00,follow,0
48,8,GSK,0,2531.4,-1799.0,0.0,0.000,0.000,0.000,0.0000,3.1384,3620.0,12.00,follow,0
48,9,DFT,0,2531.2,-1847.0,0.0,0.000,0.000,0.000,0.0000,3.1384,3620.0,12.00,follow,0
51,0,VOR,0,2203.6,-1798.1,0.0,0.000,0.000,0.000,0.0000,3.0746,0.0,12.00,follow,0
51,1,APX,0,2200.4,-1845.9,0.0,0.000,0.000,0.000,0.0000,3.0746,0.0,12.00,follow,0
51,2,SEN,0,2291.3,-1798.0,0.0,0.000,0.000,0.000,0.0000,3.1416,3740.0,12.00,follow,0
51,3,STR,0,2291.3,-1846.0,0.0,0.000,0.000,0.000,0.0000,3.1416,3740.0,12.00,follow,0
51,4,BLZ,0,2371.4,-1798.3,0.0,0.000,0.000,0.000,0.0000,3.1361,3700.0,12.00,follow,0
51,5,CIR,0,2371.2,-1846.3,0.0,0.000,0.000,0.000,0.0000,3.1361,3700.0,12.00,follow,0
51,6,NIT,0,2451.4,-1798.7,0.0,0.000,0.000,0.000,0.0000,3.1371,3660.0,12.00,follow,0
51,7,THR,0,2451.2,-1846.7,0.0,0.000,0.000,0.000,0.0000,3.1371,3660.0,12.00,follow,0
51,8,GSK,0,2531.4,-1799.0,0.0,0.000,0.000,0.000,0.0000,3.1384,3620.0,12.00,follow,0
51,9,DFT,0,2531.2,-1847.0,0.0,0.000,0.000,0.000,0.0000,3.1384,3620.0,12.00,follow,0
54,0,VOR,0,2203.6,-1798.1,0.0,0.000,0.000,0.000,0.0000,3.0746,0.0,12.00,follow,0
54,1,APX,0,2200.4,-1845.9,0.0,0.000,0.000,0.000,0.0000,3.0746,0.0,12.00,follow,0
54,2,SEN,0,2291.3,-1798.0,0.0,0.000,0.000,0.000,0.0000,3.1416,3740.0,12.00,follow,0
54,3,STR,0,2291.3,-1846.0,0.0,0.000,0.000,0.000,0.0000,3.1416,3740.0,12.00,follow,0
54,4,BLZ,0,2371.4,-1798.3,0.0,0.000,0.000,0.000,0.0000,3.1361,3700.0,12.00,follow,0
54,5,CIR,0,2371.2,-1846.3,0.0,0.000,0.000,0.000,0.0000,3.1361,3700.0,12.00,follow,0
54,6,NIT,0,2451.4,-1798.7,0.0,0.000,0.000,0.000,0.0000,3.1371,3660.0,12.00,follow,0
54,7,THR,0,2451.2,-1846.7,0.0,0.000,0.000,0.000,0.0000,3.1371,3660.0,12.00,follow,0
54,8,GSK,0,2531.4,-1799.0,0.0,0.000,0.000,0.000,0.0000,3.1384,3620.0,12.00,follow,0
54,9,DFT,0,2531.2,-1847.0,0.0,0.000,0.000,0.000,0.0000,3.1384,3620.0,12.00,follow,0
57,0,VOR,0,2203.6,-1798.1,0.0,0.000,0.000,0.000,0.0000,3.0746,0.0,12.00,follow,0
57,1,APX,0,2200.4,-1845.9,0.0,0.000,0.000,0.000,0.0000,3.0746,0.0,12.00,follow,0
57,2,SEN,0,2291.3,-1798.0,0.0,0.000,0.000,0.000,0.0000,3.1416,3740.0,12.00,follow,0
57,3,STR,0,2291.3,-1846.0,0.0,0.000,0.000,0.000,0.0000,3.1416,3740.0,12.00,follow,0
57,4,BLZ,0,2371.4,-1798.3,0.0,0.000,0.000,0.000,0.0000,3.1361,3700.0,12.00,follow,0
57,5,CIR,0,2371.2,-1846.3,0.0,0.000,0.000,0.000,0.0000,3.1361,3700.0,12.00,follow,0
57,6,NIT,0,2451.4,-1798.7,0.0,0.000,0.000,0.000,0.0000,3.1371,3660.0,12.00,follow,0
57,7,THR,0,2451.2,-1846.7,0.0,0.000,0.000,0.000,0.0000,3.1371,3660.0,12.00,follow,0
57,8,GSK,0,2531.4,-1799.0,0.0,0.000,0.000,0.000,0.0000,3.1384,3620.0,12.00,follow,0
57,9,DFT,0,2531.2,-1847.0,0.0,0.000,0.000,0.000,0.0000,3.1384,3620.0,12.00,follow,0
60,0,VOR,0,2203.6,-1798.1,0.0,0.000,0.000,0.000,0.0000,3.0746,0.0,12.00,follow,0
60,1,APX,0,2200.4,-1845.9,0.0,0.000,0.000,0.000,0.0000,3.0746,0.0,12.00,follow,0
60,2,SEN,0,2291.3,-1798.0,0.0,0.000,0.000,0.000,0.0000,3.1416,3740.0,12.00,follow,0
60,3,STR,0,2291.3,-1846.0,0.0,0.000,0.000,0.000,0.0000,3.1416,3740.0,12.00,follow,0
60,4,BLZ,0,2371.4,-1798.3,0.0,0.000,0.000,0.000,0.0000,3.1361,3700.0,12.00,follow,0
60,5,CIR,0,2371.2,-1846.3,0.0,0.000,0.000,0.000,0.0000,3.1361,3700.0,12.00,follow,0
60,6,NIT,0,2451.4,-1798.7,0.0,0.000,0.000,0.000,0.0000,3.1371,3660.0,12.00,follow,0
60,7,THR,0,2451.2,-1846.7,0.0,0.000,0.000,0.000,0.0000,3.1371,3660.0,12.00,follow,0
60,8,GSK,0,2531.4,-1799.0,0.0,0.000,0.000,0.000,0.0000,3.1384,3620.0,12.00,follow,0
60,9,DFT,0,2531.2,-1847.0,0.0,0.000,0.000,0.000,0.0000,3.1384,3620.0,12.00,follow,0
63,0,VOR,0,2203.6,-1798.1,0.0,0.000,0.000,0.000,0.0000,3.0746,0.0,12.00,follow,0
63,1,APX,0,2200.4,-1845.9,0.0,0.000,0.000,0.000,0.0000,3.0746,0.0,12.00,follow,0
63,2,SEN,0,2291.3,-1798.0,0.0,0.000,0.000,0.000,0.0000,3.1416,3740.0,12.00,follow,0
63,3,STR,0,2291.3,-1846.0,0.0,0.000,0.000,0.000,0.0000,3.1416,3740.0,12.00,follow,0
63,4,BLZ,0,2371.4,-1798.3,0.0,0.000,0.000,0.000,0.0000,3.1361,3700.0,12.00,follow,0
63,5,CIR,0,2371.2,-1846.3,0.0,0.000,0.000,0.000,0.0000,3.1361,3700.0,12.00,follow,0
63,6,NIT,0,2451.4,-1798.7,0.0,0.000,0.000,0.000,0.0000,3.1371,3660.0,12.00,follow,0
63,7,THR,0,2451.2,-1846.7,0.0,0.000,0.000,0.000,0.0000,3.1371,3660.0,12.00,follow,0
63,8,GSK,0,2531.4,-1799.0,0.0,0.000,0.000,0.000,0.0000,3.1384,3620.0,12.00,follow,0
63,9,DFT,0,2531.2,-1847.0,0.0,0.000,0.000,0.000,0.0000,3.1384,3620.0,12.00,follow,0
66,0,VOR,0,2203.6,-1798.1,0.0,0.000,0.000,0.000,0.0000,3.0746,0.0,12.00,follow,0
66,1,APX,0,2200.4,-1845.9,0.0,0.000,0.000,0.000,0.0000,3.0746,0.0,12.00,follow,0
66,2,SEN,0,2291.3,-1798.0,0.0,0.000,0.000,0.000,0.0000,3.1416,3740.0,12.00,follow,0
66,3,STR,0,2291.3,-1846.0,0.0,0.000,0.000,0.000,0.0000,3.1416,3740.0,12.00,follow,0
66,4,BLZ,0,2371.4,-1798.3,0.0,0.000,0.000,0.000,0.0000,3.1361,3700.0,12.00,follow,0
66,5,CIR,0,2371.2,-1846.3,0.0,0.000,0.000,0.000,0.0000,3.1361,3700.0,12.00,follow,0
66,6,NIT,0,2451.4,-1798.7,0.0,0.000,0.000,0.000,0.0000,3.1371,3660.0,12.00,follow,0
66,7,THR,0,2451.2,-1846.7,0.0,0.000,0.000,0.000,0.0000,3.1371,3660.0,12.00,follow,0
66,8,GSK,0,2531.4,-1799.0,0.0,0.000,0.000,0.000,0.0000,3.1384,3620.0,12.00,follow,0
66,9,DFT,0,2531.2,-1847.0,0.0,0.000,0.000,0.000,0.0000,3.1384,3620.0,12.00,follow,0
69,0,VOR,0,2203.6,-1798.1,0.0,0.000,0.000,0.000,0.0000,3.0746,0.0,12.00,follow,0
69,1,APX,0,2200.4,-1845.9,0.0,0.000,0.000,0.000,0.0000,3.0746,0.0,12.00,follow,0
69,2,SEN,0,2291.3,-1798.0,0.0,0.000,0.000,0.000,0.0000,3.1416,3740.0,12.00,follow,0
69,3,STR,0,2291.3,-1846.0,0.0,0.000,0.000,0.000,0.0000,3.1416,3740.0,12.00,follow,0
69,4,BLZ,0,2371.4,-1798.3,0.0,0.000,0.000,0.000,0.0000,3.1361,3700.0,12.00,follow,0
69,5,CIR,0,2371.2,-1846.3,0.0,0.000,0.000,0.000,0.0000,3.1361,3700.0,12.00,follow,0
69,6,NIT,0,2451.4,-1798.7,0.0,0.000,0.000,0.000,0.0000,3.1371,3660.0,12.00,follow,0
69,7,THR,0,2451.2,-1846.7,0.0,0.000,0.000,0.000,0.0000,3.1371,3660.0,12.00,follow,0
